,0,1,2,3
2170,10/19/2014,7-7-7,3-9-5,5-4-2
2171,10/20/2014,2-7-6,6-2-9,5-2-9
2172,10/21/2014,1-1-8,4-0-9,2-8-8
2173,10/22/2014,3-7-2,5-6-5,2-6-1
2174,10/23/2014,7-8-9,3-2-0,3-6-7
2175,10/24/2014,9-7-5,3-0-1,5-9-3
2176,10/25/2014,1-0-6,0-4-3,1-2-0
2177,10/26/2014,8-1-6,9-6-2,9-6-7
2178,10/27/2014,5-7-1,7-0-4,7-1-0
2179,10/28/2014,0-0-8,0-0-4,2-8-6
2180,10/29/2014,5-5-6,5-8-1,6-7-4
2181,10/30/2014,2-0-3,2-0-0,5-2-7
2182,10/31/2014,5-4-1,8-8-3,6-7-9
2183,NOVEMBER,11AM,4PM,9PM
2184,11/1/2014,4-4-1,9-3-1,9-0-5
2185,11/2/2014,3-2-7,6-9-1,1-0-4
2186,11/3/2014,6-2-1,3-2-4,0-3-9
2187,11/4/2014,9-7-1,0-2-7,3-0-1
2188,11/5/2014,7-9-7,4-7-6,3-0-7
2189,11/6/2014,0-3-3,8-6-7,7-6-8
2190,11/7/2014,5-5-0,2-0-5,0-2-3
2191,11/8/2014,3-4-4,7-2-9,7-3-9
2192,11/9/2014,2-1-2,3-9-0,3-5-0
2193,11/10/2014,2-0-0,5-1-1,7-4-1
2194,11/11/2014,2-2-2,9-4-1,8-4-1
2195,11/12/2014,8-2-3,3-0-1,1-5-1
2196,11/13/2014,8-0-5,9-0-8,7-5-5
2197,11/14/2014,0-6-7,9-0-5,7-2-0
2198,11/15/2014,2-1-1,5-3-4,2-4-1
2199,11/16/2014,5-3-9,1-5-0,0-7-9
2200,11/17/2014,8-1-1,6-5-8,7-5-3
2201,11/18/2014,5-9-5,6-1-3,8-8-3
2202,11/19/2014,1-7-4,9-5-4,7-5-1
2203,11/20/2014,4-1-4,9-6-1,3-8-1
2204,11/21/2014,3-9-3,7-1-0,6-0-8
2205,11/22/2014,9-8-5,2-1-1,3-9-2
2206,11/23/2014,5-5-5,2-5-5,3-1-5
2207,11/24/2014,9-5-0,4-3-1,2-3-0
2208,11/25/2014,0-6-7,8-4-2,4-3-8
2209,11/26/2014,9-7-6,2-1-7,6-6-8
2210,11/27/2014,9-8-8,2-0-2,6-8-8
2211,11/28/2014,4-2-8,0-1-4,5-0-8
2212,11/29/2014,5-8-9,5-1-8,2-8-2
2213,11/30/2014,3-7-4,9-2-8,7-6-1
2214,DECEMBER,11AM,4PM,9PM
2215,12/1/2014,6-7-6,8-7-3,5-5-9
2216,12/2/2014,3-7-4,6-1-6,1-7-3
2217,12/3/2014,2-2-4,9-9-3,1-2-5
2218,12/4/2014,6-2-7,7-8-6,5-3-6
2219,12/5/2014,8-3-2,9-9-4,0-2-6
2220,12/6/2014,6-5-7,6-0-6,8-1-4
2221,12/7/2014,3-2-7,4-9-2,6-6-8
2222,12/8/2014,2-5-2,7-3-5,3-0-3
2223,12/9/2014,8-0-9,7-5-0,2-0-0
2224,12/10/2014,0-2-2,2-1-9,4-6-6
2225,12/11/2014,6-4-3,7-0-9,5-9-0
2226,12/12/2014,7-8-3,9-5-1,6-8-4
2227,12/13/2014,3-0-4,9-6-8,0-5-8
2228,12/14/2014,4-2-6,1-4-8,8-4-7
2229,12/15/2014,5-0-0,9-2-8,8-7-8
2230,12/16/2014,3-8-4,4-6-2,2-4-4
2231,12/17/2014,7-2-6,4-7-2,3-1-7
2232,12/18/2014,7-5-6,6-3-5,2-7-3
2233,12/19/2014,9-1-8,8-3-6,9-8-3
2234,12/20/2014,3-9-9,0-7-9,6-7-4
2235,12/21/2014,5-8-1,0-6-3,7-8-4
2236,12/22/2014,6-2-0,5-3-0,6-1-2
2237,12/23/2014,7-0-7,3-5-4,1-6-9
2238,12/24/2014,3-6-2,7-3-8,4-1-5
2239,12/26/2014,2-4-6,2-4-6,9-2-3
2240,12/27/2014,7-8-7,9-3-9,9-8-3
2241,12/28/2014,9-5-7,9-0-3,8-7-0
2242,12/29/2014,7-1-0,0-6-8,6-7-3
2243,12/30/2014,0-7-6,8-8-9,3-1-5
2244,12/31/2014,3-4-9,1-0-1,7-7-4
2245,1/2/2015,1-8-3,2-2-9,6-3-0
2246,1/3/2015,5-8-1,9-6-4,3-2-2
2247,1/4/2015,5-8-8,7-3-8,3-9-9
2248,1/5/2015,3-3-1,1-7-2,5-4-9
2249,1/6/2015,2-2-2,7-5-0,1-9-7
2250,1/7/2015,1-4-4,7-2-3,6-5-3
2251,1/8/2015,5-5-8,6-2-4,0-3-4
2252,1/9/2015,3-8-5,8-0-5,4-2-2
2253,1/10/2015,7-2-6,7-4-8,5-5-1
2254,1/11/2015,9-7-6,2-5-1,9-5-6
2255,1/12/2015,9-7-5,1-8-3,9-9-4
2256,1/13/2015,4-0-8,7-8-2,1-1-7
2257,1/14/2015,5-9-8,1-5-4,5-1-4
2258,1/15/2015,5-3-8,8-9-8,5-0-1
2259,1/16/2015,3-8-1,9-9-7,0-8-1
2260,1/18/2015,8-9-6,5-4-3,3-7-1
2261,1/17/2015,9-9-9,0-4-0,4-5-8
2262,1/19/2015,0-3-4,4-5-2,0-1-4
2263,1/20/2015,9-9-3,1-9-3,4-8-1
2264,1/21/2015,6-3-6,0-6-5,4-4-1
2265,1/22/2015,5-2-6,8-3-1,6-2-3
2266,1/23/2015,6-5-9,0-7-3,8-5-8
2267,1/24/2015,3-8-5,1-9-3,9-5-3
2268,1/25/2015,6-0-4,9-3-7,9-7-2
2269,1/26/2015,2-2-3,1-9-1,4-4-8
2270,1/27/2015,1-0-6,9-2-5,0-1-3
2271,1/28/2015,2-2-9,9-2-1,9-6-8
2272,1/29/2015,1-6-4,2-0-3,5-4-9
2273,1/30/2015,3-4-5,3-5-1,0-1-6
2274,1/31/2015,2-3-2,8-8-5,6-9-1
2275,FEBRUARY,11AM,4PM,9PM
2276,2/1/2015,8-2-4,3-4-6,9-7-6
2277,2/2/2015,0-7-3,7-1-7,4-7-0
2278,2/3/2015,6-8-5,6-3-6,6-8-3
2279,2/4/2015,9-2-7,4-3-7,5-1-0
2280,2/5/2015,2-4-8,3-2-6,5-2-8
2281,2/6/2015,7-2-9,0-7-0,7-2-9
2282,2/7/2015,4-8-7,3-4-4,0-6-2
2283,2/8/2015,1-8-1,3-4-3,6-1-9
2284,2/9/2015,8-2-4,1-8-2,5-1-8
2285,2/10/2015,3-3-1,1-3-8,3-4-2
2286,2/11/2015,6-1-7,3-2-5,2-4-3
2287,2/12/2015,5-8-7,5-2-6,6-6-3
2288,2/13/2015,7-5-5,4-8-6,1-7-8
2289,2/14/2015,0-8-6,7-6-1,0-7-5
2290,2/15/2015,0-3-7,7-0-6,5-0-3
2291,2/16/2015,1-9-8,4-0-7,7-1-3
2292,2/17/2015,7-7-3,5-5-2,0-0-3
2293,2/18/2015,9-5-0,9-1-0,7-7-3
2294,2/19/2015,3-0-9,8-6-8,3-7-5
2295,2/20/2015,2-4-7,6-8-6,3-8-3
2296,2/21/2015,1-6-9,8-0-0,1-2-8
2297,2/22/2015,6-7-5,5-4-0,1-3-8
2298,2/23/2015,0-7-4,2-8-3,6-2-7
2299,2/24/2015,8-1-5,9-8-9,3-4-4
2300,2/25/2015,1-8-5,0-7-8,2-2-9
2301,2/26/2015,8-0-0,8-4-9,1-5-1
2302,2/27/2015,9-8-3,6-3-8,0-1-4
2303,2/28/2015,8-6-5,2-8-5,9-7-5
2304,MARCH,11AM,4PM,9PM
2305,3/1/2015,5-5-2,7-9-1,2-6-1
2306,3/2/2015,8-8-3,8-6-6,1-6-0
2307,3/3/2015,7-2-6,4-3-3,1-6-5
2308,3/4/2015,8-7-0,2-0-5,7-7-8
2309,3/5/2015,6-0-1,5-0-0,1-1-0
2310,3/6/2015,4-1-7,9-8-1,9-2-3
2311,3/7/2015,7-7-9,0-6-3,0-9-1
2312,3/8/2015,0-4-3,0-1-1,7-9-5
2313,3/9/2015,8-2-3,1-6-3,0-0-5
2314,3/10/2015,8-6-9,7-6-3,5-2-5
2315,3/11/2015,2-7-0,8-1-8,1-0-9
2316,3/12/2015,6-1-8,4-5-3,8-3-5
2317,3/14/2015,9-1-9,0-2-0,0-3-4
2318,3/15/2015,5-0-0,4-5-2,2-7-0
2319,3/16/2015,1-5-0,4-2-8,8-9-4
2320,3/19/2015,8-7-8,8-6-3,7-5-8
2321,3/20/2015,6-6-6,3-5-7,6-6-1
2322,3/21/2015,5-8-5,3-2-2,4-1-9
2323,3/22/2015,2-2-4,3-7-7,6-2-8
2324,3/23/2015,5-7-5,8-6-3,3-7-3
2325,3/25/2015,2-8-2,3-9-3,9-7-8
2326,3/26/2015,2-9-2,1-2-3,6-1-0
2327,3/27/2015,5-7-3,8-8-0,5-2-9
2328,3/28/2015,5-8-9,5-3-6,3-3-2
2329,3/29/2015,3-2-2,8-7-9,3-6-7
2330,3/30/2015,5-6-1,7-1-2,2-9-7
2331,3/31/2015,5-1-9,6-0-2,8-7-8
2332,APRIL,11AM,4PM,9PM
2333,4/1/2015,2-5-0,8-6-9,8-2-2
2334,4/6/2015,3-0-4,3-6-8,2-8-5
2335,4/7/2015,3-3-0,5-1-5,4-9-1
2336,4/8/2015,4-7-6,2-7-8,9-9-6
2337,4/9/2015,8-6-2,2-2-5,5-9-5
2338,4/10/2015,0-5-7,1-0-4,6-8-0
2339,4/11/2015,2-9-4,1-9-2,4-6-1
2340,4/12/2015,7-5-2,9-6-1,0-9-2
2341,4/13/2015,5-0-2,0-1-8,3-5-3
2342,4/14/2015,0-7-4,8-8-0,8-1-8
2343,4/15/2015,5-0-5,8-5-9,1-3-7
2344,4/16/2015,9-5-2,3-9-6,4-8-3
2345,3/13/2015,3-7-4,3-6-3,9-8-0
2346,3/17/2015,0-9-8,1-7-8,7-3-2
2347,3/18/2015,9-1-8,5-4-2,3-5-2
2348,3/24/2015,5-0-9,7-5-5,4-5-8
2349,4/17/2015,1-0-6,0-0-5,8-7-1
2350,4/18/2015,6-8-9,2-8-3,0-6-4
2351,4/19/2015,7-2-7,3-6-1,0-8-4
2352,4/20/2015,3-4-9,1-3-4,8-8-2
2353,4/21/2015,7-0-2,9-8-1,7-1-3
2354,4/22/2015,6-6-9,6-5-4,6-3-4
2355,4/23/2015,2-9-3,8-7-8,7-7-2
2356,4/24/2015,0-3-9,9-3-0,6-3-6
2357,4/25/2015,7-5-2,5-9-0,2-7-0
2358,4/26/2015,4-8-4,7-7-3,8-9-2
2359,4/27/2015,8-2-2,6-6-4,9-3-2
2360,4/28/2015,8-6-9,8-4-4,6-5-1
2361,4/29/2015,6-0-1,4-0-7,5-6-3
2362,4/30/2015,6-2-8,8-6-0,2-3-1
2363,MAY,11AM,4PM,9PM
2364,5/1/2015,2-9-1,2-3-1,9-6-0
2365,5/2/2015,4-1-0,6-5-7,9-4-7
2366,5/3/2015,1-1-0,3-0-4,1-4-5
2367,5/4/2015,1-4-2,6-6-4,3-1-5
2368,5/5/2015,4-7-1,0-1-8,5-6-2
2369,5/6/2015,9-9-4,3-6-2,3-4-2
2370,5/7/2015,8-6-6,8-7-5,3-5-7
2371,5/8/2015,0-4-8,7-0-6,1-9-7
2372,5/9/2015,5-4-5,9-4-5,7-1-8
2373,5/10/2015,2-0-5,1-7-6,6-0-3
2374,5/11/2015,3-0-2,4-6-6,0-1-5
2375,5/12/2015,0-0-1,9-7-8,5-8-5
2376,5/13/2015,3-0-0,9-1-9,8-8-7
2377,5/14/2015,2-1-6,6-3-2,9-2-0
2378,5/15/2015,2-5-3,8-8-0,3-2-5
2379,5/16/2015,3-6-3,9-1-0,1-9-1
2380,5/17/2015,5-5-8,9-9-7,7-8-6
2381,5/18/2015,5-9-3,8-6-6,5-4-1
2382,5/19/2015,2-1-0,2-7-7,8-0-2
2383,5/20/2015,8-2-8,3-3-0,1-0-5
2384,5/21/2015,6-4-7,9-5-3,6-5-1
2385,5/22/2015,7-6-6,6-8-5,1-3-1
2386,5/23/2015,3-6-2,5-0-4,5-3-3
2387,5/24/2015,4-6-4,1-7-1,2-7-9
2388,5/25/2015,0-4-3,6-6-4,1-3-8
2389,5/26/2015,5-1-6,4-7-1,4-2-4
2390,5/27/2015,1-4-3,6-5-2,9-9-7
2391,5/28/2015,0-0-5,3-5-7,7-4-9
2392,5/29/2015,5-5-0,1-1-7,8-1-9
2393,5/30/2015,8-4-7,5-5-3,7-1-5
2394,5/31/2015,5-8-8,2-9-7,5-5-5
2395,JUNE,11AM,4PM,9PM
2396,6/1/2015,6-5-0,3-6-8,7-1-5
2397,6/2/2015,5-9-7,6-6-1,2-5-5
2398,6/3/2015,2-2-5,0-0-8,3-2-6
2399,6/4/2015,9-2-4,0-8-6,6-9-1
2400,6/5/2015,9-8-4,8-8-6,5-8-1
2401,6/6/2015,8-3-8,6-5-6,5-5-6
2402,6/7/2015,9-8-4,2-2-2,2-8-8
2403,6/8/2015,5-7-9,1-8-8,2-4-2
2404,6/9/2015,2-2-0,7-7-2,1-6-1
2405,6/10/2015,6-8-3,0-8-6,4-2-6
2406,6/11/2015,2-0-7,7-2-3,7-2-5
2407,6/12/2015,3-3-3,8-2-4,4-4-2
2408,6/13/2015,1-9-6,3-8-0,5-2-4
2409,6/14/2015,1-7-3,0-4-7,2-4-9
2410,6/15/2015,5-4-2,7-3-7,9-8-3
2411,6/16/2015,3-9-1,4-0-1,7-0-8
2412,6/17/2015,7-8-2,2-9-0,2-7-5
2413,6/18/2015,4-4-3,1-0-0,1-3-7
2414,6/19/2015,4-8-2,2-2-1,4-8-4
2415,6/20/2015,9-7-2,2-4-3,1-1-8
2416,6/21/2015,0-9-4,2-0-8,5-0-2
2417,6/22/2015,9-6-1,3-0-8,5-5-1
2418,6/23/2015,0-1-8,1-2-4,9-0-2
2419,6/24/2015,1-6-6,9-7-7,1-5-8
2420,6/25/2015,6-9-3,6-2-5,6-4-9
2421,6/26/2015,3-2-8,0-6-6,6-0-2
2422,6/27/2015,1-8-4,7-8-7,6-0-1
2423,6/28/2015,7-8-9,8-6-0,3-9-6
2424,6/29/2015,9-4-3,1-5-5,7-7-1
2425,6/30/2015,8-5-6,5-6-9,1-6-8
2426,JULY,11AM,4PM,9PM
2427,7/1/2015,0-6-3,2-7-8,2-6-9
2428,7/2/2015,8-6-9,9-4-2,9-0-7
2429,7/3/2015,6-7-7,2-7-8,8-0-9
2430,7/4/2015,8-1-6,2-7-0,9-1-4
2431,7/5/2015,0-3-9,2-1-1,0-2-1
2432,7/6/2015,6-4-5,1-8-8,0-3-5
2433,7/7/2015,1-0-4,2-1-7,8-4-7
2434,7/8/2015,8-7-4,4-5-9,9-2-5
2435,7/9/2015,6-3-8,9-8-9,1-1-9
2436,7/10/2015,9-7-3,9-1-5,3-5-3
2437,7/11/2015,3-9-8,9-8-6,1-9-6
2438,7/12/2015,5-6-9,6-1-0,7-0-8
2439,7/13/2015,5-3-0,8-8-0,3-5-0
2440,7/14/2015,7-6-0,1-3-3,9-5-4
2441,7/15/2015,0-2-8,1-2-7,1-0-7
2442,7/16/2015,3-0-0,7-3-7,2-4-0
2443,7/17/2015,1-4-0,5-3-3,3-6-9
2444,7/18/2015,5-9-8,3-2-7,1-0-1
2445,7/19/2015,6-8-4,9-1-3,8-2-2
2446,7/20/2015,6-2-3,7-0-9,6-4-7
2447,7/21/2015,5-1-1,6-7-8,3-1-2
2448,7/22/2015,4-9-8,8-0-2,8-4-1
2449,7/23/2015,6-0-5,3-5-0,4-8-1
2450,7/24/2015,3-8-9,7-6-6,4-1-6
2451,7/25/2015,8-8-3,3-3-5,1-9-5
2452,7/26/2015,8-9-0,9-0-3,7-7-1
2453,7/27/2015,6-4-1,5-5-6,0-3-3
2454,7/28/2015,2-9-0,4-6-6,9-7-1
2455,7/29/2015,5-9-6,2-0-2,4-5-9
2456,7/30/2015,9-6-1,8-5-5,0-8-6
2457,7/31/2015,5-0-8,0-7-5,7-0-8
2458,AUGUST,11AM,4PM,9PM
2459,8/1/2015,5-2-7,0-7-5,3-7-1
2460,8/2/2015,3-4-5,1-2-5,6-6-9
2461,8/3/2015,2-2-1,6-7-1,9-6-0
2462,8/4/2015,0-4-9,1-5-4,7-1-5
2463,8/5/2015,6-4-8,3-7-2,7-2-0
2464,8/6/2015,9-0-8,4-0-5,7-0-4
2465,8/7/2015,7-0-2,8-0-8,5-4-1
2466,8/8/2015,7-3-7,4-6-1,2-2-6
2467,8/9/2015,1-1-1,6-1-4,1-1-4
2468,8/10/2015,4-7-9,8-5-5,2-7-0
2469,8/11/2015,2-9-1,9-4-2,5-5-3
2470,8/12/2015,8-3-9,6-5-1,8-0-7
2471,8/13/2015,3-0-4,8-8-6,9-3-0
2472,8/14/2015,1-8-8,7-7-6,6-2-1
2473,8/15/2015,6-2-9,6-7-1,1-8-8
2474,8/16/2015,7-9-0,3-1-5,7-7-3
2475,8/17/2015,1-7-2,7-3-6,9-7-5
2476,8/18/2015,8-0-4,2-7-9,8-4-7
2477,8/19/2015,5-9-6,9-9-3,0-3-1
2478,8/20/2015,9-6-0,3-5-0,0-1-8
2479,8/21/2015,5-4-7,3-8-8,3-7-8
2480,8/22/2015,7-6-9,8-2-3,8-8-8
2481,8/23/2015,5-8-0,1-1-6,2-1-5
2482,8/24/2015,2-9-9,5-4-7,1-9-3
2483,8/25/2015,0-2-0,1-7-4,2-5-0
2484,8/26/2015,2-8-4,0-1-2,1-3-8
2485,8/27/2015,1-6-2,8-0-7,1-5-1
2486,8/28/2015,1-9-7,2-3-1,4-6-8
2487,8/29/2015,7-1-8,2-2-4,0-3-4
2488,8/30/2015,1-8-5,4-9-6,3-3-9
2489,8/31/2015,5-4-2,5-8-9,5-5-8
2490,SEPTEMBER,11AM,4PM,9PM
2491,9/1/2015,3-3-8,8-7-6,4-3-3
2492,9/2/2015,3-4-6,7-7-5,1-4-4
2493,9/3/2015,6-6-5,1-1-1,4-7-3
2494,9/4/2015,0-4-8,2-6-6,8-1-3
2495,9/5/2015,2-1-2,4-4-6,6-9-9
2496,9/6/2015,6-1-8,8-1-1,3-9-3
2497,9/7/2015,1-7-8,0-9-1,9-1-0
2498,9/8/2015,9-6-1,2-1-6,1-5-7
2499,9/9/2015,1-9-1,6-3-1,2-0-7
2500,9/12/2015,9-1-0,1-3-4,6-3-1
2501,9/13/2015,1-1-2,0-5-4,4-8-4
2502,9/11/2015,8-5-3,9-6-6,8-1-5
2503,9/14/2015,2-1-9,6-4-6,1-3-5
2504,9/15/2015,8-8-5,3-7-4,6-0-5
2505,9/16/2015,0-9-3,5-8-3,4-0-3
2506,9/17/2015,9-4-6,2-7-6,5-8-8
2507,9/18/2015,0-1-4,5-7-7,2-8-2
2508,9/19/2015,0-6-8,7-0-5,3-1-1
2509,9/20/2015,1-3-4,2-4-6,1-5-6
2510,9/21/2015,0-0-2,2-2-5,0-3-9
2511,9/22/2015,1-1-8,0-2-3,4-9-4
2512,9/23/2015,9-1-8,4-4-0,7-8-0
2513,9/24/2015,5-3-2,7-6-2,1-2-3
2514,9/25/2015,1-4-4,7-4-0,4-9-2
2515,9/26/2015,8-4-6,8-7-6,8-2-6
2516,9/27/2015,8-4-4,8-3-0,0-6-4
2517,9/28/2015,8-0-5,9-1-0,3-9-7
2518,9/29/2015,3-7-4,7-4-5,6-6-1
2519,9/30/2015,2-0-4,3-9-2,2-0-4
2520,OCTOBER,11AM,4PM,9PM
2521,10/1/2015,7-1-5,0-9-4,0-2-8
2522,10/2/2015,4-8-2,8-0-9,7-0-7
2523,10/3/2015,3-2-3,2-8-2,8-1-8
2524,10/4/2015,2-8-7,1-3-9,2-5-4
2525,10/5/2015,8-8-4,1-4-9,6-2-5
2526,10/6/2015,2-7-5,6-7-6,9-4-9
2527,10/7/2015,6-2-8,8-1-9,3-6-2
2528,10/8/2015,8-4-3,5-4-8,1-5-2
2529,10/9/2015,8-4-0,3-2-4,6-4-7
2530,10/10/2015,6-5-9,7-6-5,2-2-2
2531,10/11/2015,4-8-9,3-7-5,9-2-9
2532,10/12/2015,7-4-7,3-2-1,6-1-3
2533,10/13/2015,7-7-4,6-0-6,5-5-6
2534,10/14/2015,9-6-0,3-9-6,2-0-1
2535,10/15/2015,8-3-3,3-6-3,2-1-4
2536,10/16/2015,7-7-6,7-8-6,1-6-3
2537,10/17/2015,8-2-7,6-1-4,0-2-3
2538,10/18/2015,6-8-4,6-6-2,2-3-8
2539,10/19/2015,1-8-6,6-5-2,0-9-6
2540,10/20/2015,7-6-0,7-4-0,2-3-5
2541,10/21/2015,4-5-1,6-8-2,3-7-5
2542,10/22/2015,5-3-2,2-8-7,0-4-4
2543,10/23/2015,2-8-9,1-1-1,2-1-0
2544,10/24/2015,5-6-1,3-9-0,7-8-0
2545,10/25/2015,4-9-9,2-5-7,3-7-4
2546,10/26/2015,1-2-0,2-7-0,4-3-7
2547,10/27/2015,8-2-0,2-1-4,7-3-2
2548,10/28/2015,6-4-5,0-5-9,5-6-9
2549,10/29/2015,6-0-1,5-1-0,5-1-9
2550,10/30/2015,3-2-5,8-8-1,7-2-4
2551,10/31/2015,1-9-7,5-6-4,9-5-0
2552,NOVEMBER,11AM,4PM,9PM
2553,11/1/2015,6-4-1,9-5-7,0-4-4
2554,11/2/2015,2-5-1,7-1-5,2-0-3
2555,11/3/2015,5-2-5,7-0-9,3-2-0
2556,11/4/2015,8-0-7,8-1-4,5-1-1
2557,11/5/2015,7-9-6,9-4-0,7-5-3
2558,11/6/2015,2-3-4,7-2-4,5-2-4
2559,11/7/2015,8-3-3,5-0-9,1-2-8
2560,11/8/2015,6-9-8,2-0-4,0-9-0
2561,11/9/2015,7-7-2,2-4-1,9-4-9
2562,11/10/2015,8-5-4,9-1-5,7-1-5
2563,11/11/2015,9-1-0,3-1-4,4-8-8
2564,11/12/2015,6-0-5,1-5-4,6-7-7
2565,11/13/2015,4-2-9,8-8-5,4-7-1
2566,11/14/2015,8-4-7,2-1-2,2-1-9
2567,11/15/2015,3-4-8,5-0-5,8-3-2
2568,11/16/2015,9-0-4,8-9-6,7-5-1
2569,11/17/2015,6-3-3,6-0-6,1-6-5
2570,11/18/2015,1-9-0,5-2-3,1-6-6
2571,11/19/2015,6-6-7,6-1-6,0-1-4
2572,11/20/2015,9-8-8,5-0-2,9-1-8
2573,11/21/2015,1-5-3,6-7-6,2-1-7
2574,11/22/2015,2-5-2,0-8-4,5-6-9
2575,11/23/2015,8-2-7,2-4-0,2-8-0
2576,11/24/2015,9-0-5,0-9-8,3-4-1
2577,11/25/2015,5-5-2,6-5-7,0-2-3
2578,11/26/2015,9-6-6,7-3-8,0-0-8
2579,11/27/2015,6-1-5,9-9-3,8-7-1
2580,11/28/2015,9-5-2,8-1-6,5-3-6
2581,11/29/2015,6-2-6,8-3-4,8-3-0
2582,11/30/2015,8-0-9,8-6-2,5-0-2
2583,DECEMBER,11AM,4PM,9PM
2584,12/1/2015,9-8-9,2-5-1,0-5-1
2585,12/2/2015,0-2-5,2-0-5,9-9-2
2586,12/3/2015,4-9-2,2-9-4,0-9-7
2587,12/4/2015,6-1-3,0-0-8,8-9-4
2588,12/5/2015,6-3-5,8-0-8,4-1-9
2589,12/6/2015,5-1-2,0-8-1,1-1-1
2590,12/7/2015,0-9-8,7-9-3,4-0-8
2591,12/8/2015,2-2-5,5-9-7,5-0-1
2592,12/9/2015,7-4-5,6-1-8,7-7-1
2593,9/10/2015,1-1-3,4-6-6,7-5-5
2594,12/10/2015,4-6-9,9-3-5,0-3-2
2595,12/11/2015,6-5-2,0-6-0,8-0-5
2596,12/12/2015,5-4-7,1-0-3,3-8-6
2597,12/13/2015,7-5-2,2-6-6,8-9-1
2598,12/14/2015,8-0-1,7-3-4,7-5-4
2599,12/15/2015,4-7-4,8-8-8,3-6-0
2600,12/16/2015,1-3-8,8-8-2,0-7-6
2601,12/17/2015,0-7-2,4-7-7,6-6-9
2602,12/18/2015,2-3-3,5-8-0,6-6-9
2603,12/19/2015,7-2-1,5-5-9,2-2-6
2604,12/20/2015,0-8-1,9-0-0,2-0-6
2605,12/21/2015,4-2-1,9-0-2,9-3-2
2606,12/22/2015,2-1-8,7-8-3,9-0-7
2607,12/23/2015,8-7-3,9-1-0,4-1-3
2608,12/24/2015,5-2-3,1-4-1,5-6-4
2609,12/26/2015,1-3-3,7-8-3,0-1-1
2610,12/27/2015,6-8-7,1-8-9,6-2-2
2611,12/28/2015,5-6-6,8-6-2,4-2-8
2612,12/29/2015,3-0-9,2-0-1,3-2-2
2613,12/30/2015,9-2-5,0-8-5,1-7-8
2614,12/31/2015,8-5-7,4-6-1,4-9-5
2615,1/2/2016,2-1-9,5-9-3,1-2-9
2616,1/3/2016,0-0-9,4-5-4,2-7-1
2617,1/4/2016,5-4-4,0-9-9,2-2-0
2618,1/5/2016,0-3-2,0-8-6,2-0-8
2619,1/6/2016,3-4-1,3-7-7,6-6-6
2620,1/7/2016,9-9-7,3-4-1,0-6-7
2621,1/8/2016,9-1-4,6-3-1,6-2-3
2622,1/9/2016,8-0-3,0-9-5,5-0-9
2623,1/10/2016,8-9-8,0-8-2,5-8-1
2624,1/11/2016,3-4-8,7-3-4,4-7-2
2625,1/12/2016,7-9-7,8-1-7,4-5-4
2626,1/13/2016,3-5-3,6-3-6,1-6-9
2627,1/14/2016,0-6-8,0-1-2,9-6-6
2628,1/15/2016,6-7-3,0-8-2,5-7-9
2629,1/16/2016,8-8-3,1-8-0,0-0-1
2630,1/17/2016,6-1-3,9-4-0,5-1-1
2631,1/18/2016,1-4-9,0-2-0,6-5-1
2632,1/19/2016,5-9-2,1-6-4,7-6-9
2633,1/20/2016,8-6-8,4-3-7,9-3-6
2634,1/21/2016,7-5-9,0-9-4,7-7-7
2635,1/22/2016,0-3-1,6-9-6,3-8-6
2636,1/23/2016,5-0-7,7-0-5,9-1-0
2637,1/24/2016,9-4-1,1-0-5,6-1-4
2638,1/25/2016,0-2-2,3-7-6,5-3-9
2639,1/26/2016,4-3-4,8-9-4,8-7-3
2640,1/27/2016,2-7-2,0-7-9,5-8-7
2641,1/28/2016,1-5-7,4-2-0,8-4-5
2642,1/29/2016,9-8-7,0-6-3,7-9-9
2643,1/30/2016,4-8-7,5-9-4,7-0-9
2644,1/31/2016,3-1-4,2-9-7,4-0-2
2645,FEBRUARY,11AM,4PM,9PM
2646,2/1/2016,2-4-5,7-4-7,7-1-7
2647,2/2/2016,9-4-4,5-2-9,0-2-5
2648,2/3/2016,6-1-3,6-3-4,4-5-5
2649,2/4/2016,9-1-4,2-8-3,4-6-0
2650,2/5/2016,2-2-1,2-7-2,2-1-5
2651,2/6/2016,3-7-6,2-8-2,0-8-9
2652,2/7/2016,2-9-2,9-1-5,5-2-6
2653,2/8/2016,1-1-0,7-2-7,8-3-3
2654,2/9/2016,2-0-1,0-2-1,5-5-5
2655,2/10/2016,8-2-8,4-4-9,2-3-1
2656,2/11/2016,5-3-3,2-7-9,3-7-7
2657,2/12/2016,2-5-1,8-2-3,0-6-2
2658,2/13/2016,6-3-0,6-1-1,0-5-9
2659,2/14/2016,7-1-9,1-9-1,0-9-1
2660,2/15/2016,9-0-7,3-9-2,6-1-0
2661,2/16/2016,1-0-3,1-5-0,5-8-2
2662,2/17/2016,4-2-7,8-2-4,7-9-5
2663,2/18/2016,7-4-7,1-3-1,0-5-3
2664,2/19/2016,8-4-3,4-9-1,4-6-2
2665,2/20/2016,1-9-6,3-9-8,5-5-1
2666,2/21/2016,3-9-2,0-1-2,7-2-3
2667,2/22/2016,8-1-6,2-2-4,5-3-2
2668,2/23/2016,0-3-4,9-5-8,4-8-7
2669,2/24/2016,1-8-8,3-1-9,0-1-9
2670,2/25/2016,4-2-9,9-3-1,4-2-4
2671,2/26/2016,9-8-8,5-2-2,3-2-7
